#PMID	TITLE	DOI
17428325	Common_variants_in_the_ATM,_BRCA1,_BRCA2,_CHEK2_and_TP53_cancer_susceptibility_genes_are_unlikely_to_increase_breast_cancer_risk	10.1186/bcr1669
