#PMID	TITLE	DOI
20531418	Regarding:_'Explorative_study_to_identify_novel_candidate_genes_related_to_oxaliplatin_efficacy_and_toxicity_using_a_DNA_repair_array'	10.1038/sj.bjc.6605709
