#PMID	TITLE	DOI
23826732	High_EVI1_expression_is_associated_with_MLL_rearrangements_and_predicts_decreased_survival_in_paediatric_acute_myeloid_leukaemia:_a_report_from_the	10.1111/bjh.12444
