#PMID	TITLE	DOI	AUTHOR	JOURNAL
19488044	Genome-wide_association_study_of_bipolar_disorder_in_European_American_and_African_American_individuals	10.1038/mp.2009.43 Smith EN , et al.	Mol_Psychiatry
Mol_Psychiatry
