#PMID	TITLE	DOI	AUTHOR	JOURNAL
26770579	Genetic_variants_at_6p21,_10q23,_16q21_and_22q12_are_associated_with_esophageal_cancer_risk_in_a_Chinese_Han_population	NA Jia X , et al.	Int_J_Clin_Exp_Med
