#PMID	TITLE	DOI	AUTHOR	JOURNAL
21333900	The_role_of_genetics_in_IBS	10.1016/j.gtc.2010.12.011 Saito YA	Gastroenterol_Clin_North_Am
Gastroenterol_Clin_North_Am
