#PMID	TITLE	DOI	AUTHOR	JOURNAL
22258528	Discovery_of_variants_unmasked_by_hemizygous_deletions	10.1038/ejhg.2011.263 Hochstenbach R , et al.	Eur_J_Hum_Genet
Eur_J_Hum_Genet
