#PMID	TITLE	DOI	AUTHOR	JOURNAL
23390063	A_sequence_variant_in_the_phospholipase_C_epsilon_C2_domain_is_associated_with_esophageal_carcinoma_and_esophagitis	10.1002/mc.22016	Wang LD , et al.	Mol_Carcinog
Mol_Carcinog
