#PMID	TITLE	DOI	AUTHOR	JOURNAL
15598786	Association_between_the_risk_for_lung_adenocarcinoma_and_a_(-4)_G-to-A_polymorphism_in_the_XPA_gene	NA Butkiewicz D , et al.	Cancer_Epidemiol_Biomarkers_Prev
