#PMID	TITLE	DOI
27270457	ABRAXAS_(FAM175A)_and_Breast_Cancer_Susceptibility:_No_Evidence_of_Association_in_the_Breast_Cancer_Family_Registry	10.1371/journal.pone.0156820
